date,discharge,precipitation,ETp,temp,groundwater,precip_30d,precip_7d,precip_90d,precip_surplus,melt
2007-10-08,0.5437491428571428,0.1,0.9,8.715972222222222,-0.59,1.6933333333333331,0.2142857142857148,1.942222222222222,-0.8,1.0
2007-10-09,0.4654182857142857,0.0,0.52,7.197222222222223,-0.61,1.6933333333333331,0.20000000000000054,1.942222222222222,-0.52,1.0
2007-10-10,0.4144885714285714,0.0,0.69,8.94027777777778,-0.63,1.6833333333333333,0.20000000000000054,1.942222222222222,-0.69,1.0
2007-10-11,0.3847577142857142,1.1,0.56,9.625,-0.64,1.4,0.18571428571428622,1.8344444444444443,0.54,1.0
2007-10-12,0.3402617142857143,0.1,0.88,9.165972222222223,-0.66,1.3933333333333333,0.17142857142857196,1.881111111111111,-0.78,1.0
2007-10-13,0.2902114285714285,0.0,0.4,4.034722222222222,-0.67,1.3933333333333333,0.37142857142857194,1.8866666666666665,-0.4,1.0
2007-10-14,0.2862925714285714,0.0,0.57,7.481944444444444,-0.67,1.3433333333333333,1.4142857142857148,1.8866666666666665,-0.57,1.0
2007-10-15,0.2956114285714286,0.0,0.53,9.795833333333334,-0.69,1.3866666666666667,1.2571428571428578,1.871111111111111,-0.53,1.0
2007-10-16,0.2940685714285714,1.4,0.6,12.680555555555555,-0.7,1.1333333333333333,1.2428571428571433,1.843333333333333,0.7999999999999999,1.0
2007-10-17,0.3471737142857142,7.3,0.41,10.268055555555556,-0.7,1.0966666666666667,1.2428571428571433,1.8388888888888888,6.89,1.0
2007-10-18,0.3982885714285714,0.0,0.67,7.661111111111111,-0.71,1.1066666666666665,1.2428571428571433,1.8399999999999999,-0.67,1.0
2007-10-19,0.3554125714285714,0.0,0.57,4.74236111111111,-0.73,1.1066666666666665,1.2428571428571433,1.9122222222222223,-0.57,1.0
2007-10-20,0.3045445714285714,0.0,0.34,3.8375,-0.74,0.8866666666666666,1.0428571428571434,2.0100000000000002,-0.34,1.0
2007-10-21,0.2797354285714286,0.0,0.32,5.621527777777779,-0.74,0.88,0.0,2.011111111111111,-0.32,1.0
